Scrape started on: 14:19:00
[STARTUP | Fri May 28 14:19:00 2021 | main.py | <module>]: Init Database
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Puppy Akita failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: TestNFT failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Seki Inu failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: White Collar Inu failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: State Retirement Service Fund failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Clover Club failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Waterfall-Capital failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Buildcamp failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: bBeta failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: FND Amstel 102 failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: LEASH failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Boga failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: t.me/HornyInu failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: PayPal (Official) failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: CBD World failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: No More Rug failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bunny Network failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Xcad Network failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: HomeCoin failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: POSTHUMAN failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BFS-Access failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Mule Mutual Fund failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: RaShu failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Central Bank Digital Currency failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Dog Finance failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Simp Coin failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: AQUA Token failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Mephisto failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Tomcat Finance failed eth check
[LOG | Fri May 28 14:19:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Song failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Virtual Space Bank failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ludovic de Ramecourt Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: LEASHSWAP failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: GoatCoin failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: GAMI Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Inu Mother failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: t.me/MistertTCoin failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Curio Car Token NFT failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: goat failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: DoggySwap failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Poor Doge failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: WEED COIN failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MoonCat failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: YoShu Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MOBI Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bullshulnu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: AlbinoInu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Tamagotchi Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Endex failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Sewa failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SEJONG failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BitCoin Up failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Eter Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: TREKS failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: KakuKaku Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Meme Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: LACC failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Miki Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Mojito failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Max failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Immutable X failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: DOBBY www.dobbytoken.com failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ETH Anicent Chinese God YAO failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: EXCOIN failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Fama Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Capsule Coin failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Smoothy.Finance failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Big Eggs failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Canyon Investments failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Martini failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MATICSWAP failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: GLOBAL ORGANICA failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: KAWAII failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SDS  Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Donkey Coin failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Gro Vault Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: XXDS  Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Lone Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Gro Vault Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Whole Picture failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: KISHUSWAP failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Firaxis Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bety Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: PWRD Stablecoin failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Sakura Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Nano Factory Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SmartShiba failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Soulja Boy Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Korea Blackhole failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Lith Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Donald Trump failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Shiba Jiro failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Party Doge69 failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Flow Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Genda Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Isoroku Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Varchain failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: TDT Data Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SEXYBA INU failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: iMe failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Shiba Inu Bone failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: t.me/koinuchat failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: United States Of America failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Browntrip failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Fan Football Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Yaman failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: GuardiansTokens failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Treasury failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Amoney failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MOVD failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Samp Coin failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: OWO failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Curve.fi USD-BTC-ETH failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: OLIVEC COIN failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Lossless Protocol failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: OpenlakeAsset failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: UwU failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BrightLife failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Lossless failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SkyClout failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ITTX failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Golden Market Token failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: NCN Coin failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Freedom failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Doge Butter Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: HoTi failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: KrautFunDing failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: tadakichi.com failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: RedPillBluePill failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ReaNance failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Nakamot-Os failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: American Shiba Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SVA failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Freedom failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Shiba Swap failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Global Special Coin failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: JackieChange failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Kola Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Messiah Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: sexy vacation girls failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Legendary Cards failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bat True Dollar failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Stratos failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BUZZARD failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: CJY failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: InfluencerInu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SeedifyFund failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Vira Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bitcoin failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ReaNance failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Influencer Inu failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: RealNance failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SAMOYED failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: KREEP failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: GenZ Coin failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Realnance failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Realnance failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: WCC Top Builds failed eth check
[LOG | Fri May 28 14:19:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Nutcoin failed eth check
