Scrape started on: 23:11:06
[STARTUP | Fri May 28 23:11:06 2021 | main.py | <module>]: Init Database
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: PuppuccInu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: APPDE COIN failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BFA Diamond failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Apollo failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Fire Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ShibaProtocolDAO failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ShibaProtocol failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Durain coin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: AtomicShiba failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Hong Kong � failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Stupendous Shiba Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Mexican Neko failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Tiger King failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Armstrong failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Chef INU failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Gold Apple Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: New World Coin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: NarcoDoge failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Reddit Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: OneWorldPlan failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Akita Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Apple Pie Finance failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: JACKASS failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Elon Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Insider Tiger failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bitcoin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: catmoonfi.net failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: QuickNode.com failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Party Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: 101 dalmatian failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Virtual Medals failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: John Coin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Odds City failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Basketball Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: EURO 2021 failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Tradie failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: OnlyNFT failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: PayPal Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: vUSDT Pool failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: wTestNFT failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Y failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Doge Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SUCCESSION failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Potentially Promising Project failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Honey Badger failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: PoolTogether Deposit Tokens PoolTogether USDC Ticket (Compound) failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: WorthlessCramer failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: D failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ScutiCoin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: UMIIE COIN failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: DataOracleShib failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Arteon Graphics Card: ARTX 2000 failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bucks Farm failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Cyclopean Shiba Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: PepperCatCoin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Onion Swap failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SpartanGlobalCoin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: FANSI 721 failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BFA community failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Simple failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: LaundryToken failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Potentially Promising Project failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Akita Doraemon (akitadoraemon.net) failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Asian Cat failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: TINA INU failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bittwit Coin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Etherpoems failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Prodigious failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Haruto Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Casinos.cash failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: YamCoin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: PROTECT Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Xpeare Data Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Midland Bank failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: FANSI 1155 failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MemeLaunch failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: HunterInu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Epos failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: eWit failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Sheriff Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Black Lives Matter failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: https://joinkainoinu.com/ failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: George Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Dr.Smoke Project failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Twitter (Official) failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Orpa Protocol failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: DrShiba.finance failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BagelInu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: YFU Cards failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: YFU Cards failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: KOKIRU INU failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Monalisa Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Sphynx Cat failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MEMEDAO failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Sunny Love Coin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Kaino Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: RICHIEDOGE.COM failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ShitbaInu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Coca Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: American Shiba failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Arteon Graphics Card: ARTX 1000 failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: www.sphynxxx.com failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Momo failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Hall Network failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ninja Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Micro Star International failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Tata Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Shiken Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SpenceBuck failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Cavapoo failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Women Camel Toe failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Osmos failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: NFT Coffins failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Merkle Network Token (Locked) failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: www.melonmusk.info failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Meme Doge failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: CultureShockGalleries failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Giant Shiba Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Pug INU failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Meme Doge failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: DT Ethereum Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Hey Engineers failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Potentially Promising Project failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Puppy Akita failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: TestNFT failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Seki Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: White Collar Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: State Retirement Service Fund failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Clover Club failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Waterfall-Capital failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Buildcamp failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: bBeta failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: FND Amstel 102 failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: LEASH failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Boga failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: t.me/HornyInu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: PayPal (Official) failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: CBD World failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: No More Rug failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bunny Network failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Xcad Network failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: HomeCoin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: POSTHUMAN failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BFS-Access failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Mule Mutual Fund failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Central Bank Digital Currency failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: RaShu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Dog Finance failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Simp Coin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: AQUA Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Mephisto failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Tomcat Finance failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Song failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Virtual Space Bank failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ludovic de Ramecourt Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: LEASHSWAP failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: GoatCoin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: GAMI Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Inu Mother failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: t.me/MistertTCoin failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Curio Car Token NFT failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: goat failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: DoggySwap failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Poor Doge failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: WEED COIN failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MoonCat failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: YoShu Inu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MOBI Token failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bullshulnu failed eth check
[LOG | Fri May 28 23:11:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: AlbinoInu failed eth check
