Scrape started on: 03:21:18
[STARTUP | Thu Jul  1 03:21:18 2021 | main.py | <module>]: Init Database
[SCRAPE | Thu Jul  1 03:21:36 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: t.me/FortuneNeko_Official not found on sniffer
[SCRAPE | Thu Jul  1 03:21:37 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Safe King not found on sniffer
[SCRAPE | Thu Jul  1 03:21:37 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Digital Great British Pound not found on sniffer
[SCRAPE | Thu Jul  1 03:21:37 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: RRR not found on sniffer
[SCRAPE | Thu Jul  1 03:21:38 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: bogged.finance not found on sniffer
[SCRAPE | Thu Jul  1 03:21:38 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: TIKI not found on sniffer
[SCRAPE | Thu Jul  1 03:21:38 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Retry not found on sniffer
[SCRAPE | Thu Jul  1 03:21:39 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: RamSwap not found on sniffer
[SCRAPE | Thu Jul  1 03:21:39 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: PeachToken not found on sniffer
[SCRAPE | Thu Jul  1 03:21:40 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token:  PornHub not found on sniffer
[SCRAPE | Thu Jul  1 03:21:40 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BORK not found on sniffer
[SCRAPE | Thu Jul  1 03:21:40 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Doge Barking At Elon not found on sniffer
[SCRAPE | Thu Jul  1 03:21:41 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: KidShibaInu not found on sniffer
[SCRAPE | Thu Jul  1 03:21:41 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Moon Hook not found on sniffer
[SCRAPE | Thu Jul  1 03:21:42 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: IU not found on sniffer
[SCRAPE | Thu Jul  1 03:21:42 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: FLOKI30 not found on sniffer
[SCRAPE | Thu Jul  1 03:21:42 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Lemon not found on sniffer
[SCRAPE | Thu Jul  1 03:21:43 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Space Doge Moon not found on sniffer
[SCRAPE | Thu Jul  1 03:21:43 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Shibainu.finance not found on sniffer
[SCRAPE | Thu Jul  1 03:21:43 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Labrador Retriever Inu not found on sniffer
[SCRAPE | Thu Jul  1 03:21:44 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: GOLDENSHIBAINU not found on sniffer
[SCRAPE | Thu Jul  1 03:21:44 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: PolyMaxClub not found on sniffer
[SCRAPE | Thu Jul  1 03:21:44 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: GabeFather not found on sniffer
[SCRAPE | Thu Jul  1 03:21:45 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Rocket Equity not found on sniffer
[SCRAPE | Thu Jul  1 03:21:45 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: VSTER not found on sniffer
[SCRAPE | Thu Jul  1 03:21:45 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BabyPuppy not found on sniffer
[SCRAPE | Thu Jul  1 03:21:46 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: TIKI not found on sniffer
[SCRAPE | Thu Jul  1 03:21:46 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: FLOKITAIL not found on sniffer
[SCRAPE | Thu Jul  1 03:21:47 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Numation not found on sniffer
[SCRAPE | Thu Jul  1 03:21:47 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: HYDRASKY not found on sniffer
[SCRAPE | Thu Jul  1 03:21:47 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: spider not found on sniffer
[SCRAPE | Thu Jul  1 03:21:48 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: AssOnFire Token not found on sniffer
[SCRAPE | Thu Jul  1 03:21:48 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Ataturk Coin not found on sniffer
[SCRAPE | Thu Jul  1 03:21:49 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Hyper Finance not found on sniffer
[SCRAPE | Thu Jul  1 03:21:49 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: SPOTIFY not found on sniffer
[SCRAPE | Thu Jul  1 03:21:49 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: lottery not found on sniffer
[SCRAPE | Thu Jul  1 03:21:50 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: TheOriginalOneWorld not found on sniffer
[SCRAPE | Thu Jul  1 03:21:50 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Coin Defi not found on sniffer
[SCRAPE | Thu Jul  1 03:21:50 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ONE PIRATE not found on sniffer
[SCRAPE | Thu Jul  1 03:21:51 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: FlokiShiba not found on sniffer
[SCRAPE | Thu Jul  1 03:21:51 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Rise&Smile not found on sniffer
[SCRAPE | Thu Jul  1 03:21:51 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Elon Floki Inu not found on sniffer
[SCRAPE | Thu Jul  1 03:21:52 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: OrcaSwap Token not found on sniffer
[SCRAPE | Thu Jul  1 03:21:52 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Lift Off not found on sniffer
[SCRAPE | Thu Jul  1 03:21:53 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: SwapSwap not found on sniffer
[SCRAPE | Thu Jul  1 03:21:53 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Trotos3105 not found on sniffer
[SCRAPE | Thu Jul  1 03:21:53 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Hayami not found on sniffer
[SCRAPE | Thu Jul  1 03:21:54 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: PEPEGOOSE not found on sniffer
[SCRAPE | Thu Jul  1 03:21:54 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: KawaiiCat not found on sniffer
[SCRAPE | Thu Jul  1 03:21:54 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: RRR Lift Off not found on sniffer
[SCRAPE | Thu Jul  1 03:21:55 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Baby Shih Tzu Coin not found on sniffer
[SCRAPE | Thu Jul  1 03:21:55 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: LiftOffloki not found on sniffer
[SCRAPE | Thu Jul  1 03:21:55 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: STARBASE not found on sniffer
[SCRAPE | Thu Jul  1 03:21:56 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Kubilayvz not found on sniffer
[SCRAPE | Thu Jul  1 03:21:56 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: NeutronStar not found on sniffer
[SCRAPE | Thu Jul  1 03:21:57 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BoomMoon not found on sniffer
[SCRAPE | Thu Jul  1 03:21:57 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: TOINK not found on sniffer
[SCRAPE | Thu Jul  1 03:21:57 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Hog Finance not found on sniffer
[SCRAPE | Thu Jul  1 03:21:58 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: xxxNifty not found on sniffer
[SCRAPE | Thu Jul  1 03:21:58 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BabyCake not found on sniffer
[SCRAPE | Thu Jul  1 03:21:58 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: CosmosBabyShark not found on sniffer
[SCRAPE | Thu Jul  1 03:21:59 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Miniped not found on sniffer
[SCRAPE | Thu Jul  1 03:21:59 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Glitchcoin not found on sniffer
[SCRAPE | Thu Jul  1 03:22:00 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Zamalek Fan Token not found on sniffer
[SCRAPE | Thu Jul  1 03:22:00 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: INU MONTAIN not found on sniffer
[SCRAPE | Thu Jul  1 03:22:00 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Zinc Coin not found on sniffer
[SCRAPE | Thu Jul  1 03:22:01 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: StarBoy not found on sniffer
[SCRAPE | Thu Jul  1 03:22:01 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Rapidly Reusable Rocket Rise not found on sniffer
[SCRAPE | Thu Jul  1 03:22:01 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: CRAB17 not found on sniffer
[SCRAPE | Thu Jul  1 03:22:02 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: CatMoonToken not found on sniffer
[SCRAPE | Thu Jul  1 03:22:02 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BAT Pocotol not found on sniffer
[SCRAPE | Thu Jul  1 03:22:03 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: HoneyDeFi not found on sniffer
[SCRAPE | Thu Jul  1 03:22:03 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Let's Legalize Magic Mushrooms not found on sniffer
[SCRAPE | Thu Jul  1 03:22:03 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: InchToken not found on sniffer
[SCRAPE | Thu Jul  1 03:22:04 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Ensemble not found on sniffer
[SCRAPE | Thu Jul  1 03:22:04 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: SafeMoon Two not found on sniffer
[SCRAPE | Thu Jul  1 03:22:04 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: elonsonic not found on sniffer
[SCRAPE | Thu Jul  1 03:22:05 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MoonSwap not found on sniffer
[SCRAPE | Thu Jul  1 03:22:05 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: RoadRunner not found on sniffer
[SCRAPE | Thu Jul  1 03:22:06 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Space Unicorn not found on sniffer
[SCRAPE | Thu Jul  1 03:22:06 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Shibacucu not found on sniffer
[SCRAPE | Thu Jul  1 03:22:06 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: FuckTheElonsTweets not found on sniffer
[SCRAPE | Thu Jul  1 03:22:07 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: PancakeSwap Lottery not found on sniffer
[SCRAPE | Thu Jul  1 03:22:07 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Ethereum Fax not found on sniffer
[SCRAPE | Thu Jul  1 03:22:07 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BabyUgly not found on sniffer
[SCRAPE | Thu Jul  1 03:22:08 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: FLOKI RISE not found on sniffer
[SCRAPE | Thu Jul  1 03:22:08 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MoonMoon not found on sniffer
[SCRAPE | Thu Jul  1 03:22:08 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: FoxyToken not found on sniffer
[SCRAPE | Thu Jul  1 03:22:09 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: GetGoodCoin not found on sniffer
[SCRAPE | Thu Jul  1 03:22:09 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: CentaurBSC not found on sniffer
[SCRAPE | Thu Jul  1 03:22:10 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Rapidly Reusable Rocket not found on sniffer
[SCRAPE | Thu Jul  1 03:22:10 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: test not found on sniffer
[SCRAPE | Thu Jul  1 03:22:11 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: PornHub Coin not found on sniffer
[SCRAPE | Thu Jul  1 03:22:11 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: DROGON not found on sniffer
[SCRAPE | Thu Jul  1 03:22:11 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: GalaxyRush not found on sniffer
[SCRAPE | Thu Jul  1 03:22:12 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Toshiba Inu not found on sniffer
[SCRAPE | Thu Jul  1 03:22:12 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: FuckRiseDevs not found on sniffer
[SCRAPE | Thu Jul  1 03:22:13 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Saudi Riyals not found on sniffer
[SCRAPE | Thu Jul  1 03:22:13 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Safe Dog Finance not found on sniffer
[SCRAPE | Thu Jul  1 03:22:13 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MediumPostCoin not found on sniffer
[SCRAPE | Thu Jul  1 03:22:14 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Squirrels Token not found on sniffer
[SCRAPE | Thu Jul  1 03:22:14 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Galaxy Dog not found on sniffer
[SCRAPE | Thu Jul  1 03:22:14 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Ethereum Classic not found on sniffer
[SCRAPE | Thu Jul  1 03:22:15 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ? StarWars not found on sniffer
[SCRAPE | Thu Jul  1 03:22:15 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MCF not found on sniffer
[SCRAPE | Thu Jul  1 03:22:16 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Wojakcoin not found on sniffer
[SCRAPE | Thu Jul  1 03:22:16 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: TestToken not found on sniffer
[SCRAPE | Thu Jul  1 03:22:16 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Test don't buy not found on sniffer
[SCRAPE | Thu Jul  1 03:22:17 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Pussy Smegma not found on sniffer
[SCRAPE | Thu Jul  1 03:22:17 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: No Sim tokens for token: MONEY ? EXPLOIT ? TEAM ?
[SCRAPE | Thu Jul  1 03:22:17 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: No Sim tokens for token: BullRun Token
[SCRAPE | Thu Jul  1 03:22:18 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: No Sim tokens for token: BabyDoge
[SCRAPE | Thu Jul  1 03:22:18 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: No Sim tokens for token: SHIBAPUPPY
[SCRAPE | Thu Jul  1 03:22:18 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: No Sim tokens for token: Deimos Finance
[SCRAPE | Thu Jul  1 03:22:19 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: No Sim tokens for token: GBNM
[SCRAPE | Thu Jul  1 03:22:19 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: No Sim tokens for token: MOONCLER
[SCRAPE | Thu Jul  1 03:22:20 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Shiba Onu not found on sniffer
[SCRAPE | Thu Jul  1 03:22:20 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ButterSwap not found on sniffer
[SCRAPE | Thu Jul  1 03:22:20 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: SPASTICA not found on sniffer
[SCRAPE | Thu Jul  1 03:22:21 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: LuckyBird not found on sniffer
[SCRAPE | Thu Jul  1 03:22:21 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ROCKETSHIBA not found on sniffer
