Scrape started on: 11:10:09
[STARTUP | Mon May 31 11:10:09 2021 | main.py | <module>]: Init Database
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Dick failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Etherium AKITA failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ether Kitty failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: CatProtocol failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Komondor Inu Finance failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Dick failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MARTIAN DOG TOKEN failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BITSAFE TOKEN failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Bananya Token failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Smile failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Baka failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Komondor Inu Finance failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: EthereumPlus failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Eco failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Kinoaki Inu failed eth check
[LOG | Mon May 31 11:10:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MonaCoin failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: wrapped Bitcoin Hyper failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Future Coin failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: AudiShiba Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Tuschay Coin failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Etherium Vitalik failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: HashersAI failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: CodeToken.finance failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BeckyCoin failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Levoist failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Shozo Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: BITSAFE TOKEN failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Labrador Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Otsughi Shiba failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Fendi Drip failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Kon Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Cream yvWETH failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: 3DBTC failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: POSH failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Etherium Vitalik failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Shiba Inu Bone failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Captain Planet  failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Toji Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: EthereumMax failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Aika Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Supercat failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Lossless Protocol failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Majal Coin failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: EQT failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: DNFT Protocol failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Platinum failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ETHEREUM MOON failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: MI failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ShibaDefi Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum ELON failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Top failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Ape failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Etherum Shiba Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: startfi.io failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Shiba failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Baby Ethereum Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: DNC Token failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Reserve failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: eKISHU failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: QANplatform failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Akita Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: REDUCE failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Trust Coin failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ARAMYM failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: WaffleToken failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Eskimo Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Etherum President failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: METACITY failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: WGRT failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Two Sigma Investments failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Charged Particles failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: eAkita failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Private failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Etherium Vitalik failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: AMANITA MUSCARIA failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: KEI failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Maple Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Songoku Inu failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum Infinity failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: AIRAVATA - THE KING OF ELEPHANTS failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: VENIX failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Shiba Inu Swap failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: SHLB failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: ATEM failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum SAFEMOON failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: TVPreP failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: OceanEx failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Icrumba failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Ethereum KISHU failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: PigSwap failed eth check
[LOG | Mon May 31 11:10:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | parseFomo]: coin: Spadez failed eth check
